user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned,Name,Favorite_Music,Password,JoinDate,ModifyDate,Grade
2351,Male,24,PK,Student,199,90,0.55,Web,0,1,0,Jacob A. Miller,Blues,Password123!,2024-09-03,2024-12-07,01
2352,Male,35,AU,Student,163,97,0.53,Web,0,1,0,Henry X. Perez,Techno,Password123!,2018-10-24,2018-11-04,01
2353,Other,23,IN,Family,92,40,0.42,Mobile,0,1,0,Mateo Z. Hernandez,Metal,Password123!,2021-11-01,2022-04-02,01
2354,Female,27,DE,Free,252,11,0.35,Web,28,0,0,Nathan Y. Martin,Alternative,Password123!,2022-06-05,2023-03-22,01
2355,Male,18,US,Free,124,35,0.45,Web,28,0,1,Benjamin F. Robinson,Hip Hop,Password123!,2024-07-29,2024-12-13,01
2356,Female,55,FR,Student,271,29,0.07,Desktop,0,1,1,Joseph Q. Gonzalez,Latin,Password123!,2024-03-31,2025-03-21,01
2357,Male,21,US,Premium,26,96,0.24,Web,0,1,0,Isaac I. Martinez,R&B,Password123!,2019-04-03,2019-07-01,01
2358,Male,48,CA,Student,50,33,0.1,Mobile,0,1,0,John H. Lee,Blues,Password123!,2023-11-28,2024-12-19,01
2359,Female,20,IN,Free,275,40,0.15,Desktop,47,0,0,Mateo W. Wilson,Country,Password123!,2021-01-12,2021-08-11,01
2360,Female,32,AU,Family,175,75,0.5,Desktop,0,1,0,Wyatt W. White,R&B,Password123!,2021-11-03,2021-12-25,01
2361,Female,42,AU,Free,109,70,0.22,Web,37,0,0,Theo F. Brown,Alternative,Password123!,2018-03-19,2018-09-19,01
2362,Other,19,AU,Premium,187,54,0.52,Mobile,0,1,0,Daniel S. Taylor,Blues,Password123!,2023-04-28,2024-01-04,01
2363,Female,22,DE,Student,244,22,0.37,Desktop,0,1,0,Ethan D. White,Metal,Password123!,2019-10-06,2020-05-27,01
2364,Female,50,DE,Student,123,8,0.48,Desktop,0,1,0,Lucas J. Miller,R&B,Password123!,2019-03-20,2019-03-29,01
2365,Male,52,CA,Premium,15,67,0.41,Desktop,0,1,1,Lucas E. Hernandez,Pop,Password123!,2018-06-25,2019-03-22,01
2366,Male,31,CA,Free,88,11,0.54,Mobile,47,0,1,William K. Sanchez,Rock,Password123!,2018-07-31,2018-11-26,01
2367,Other,23,IN,Premium,122,28,0.56,Mobile,0,1,0,Henry H. Ramirez,Metal,Password123!,2024-01-27,2024-02-11,01
2368,Female,31,UK,Family,169,33,0.51,Web,0,1,0,Nathan R. Jackson,Classical,Password123!,2021-10-11,2022-06-30,01
2369,Other,16,CA,Premium,68,57,0.4,Web,0,1,0,Noah P. Miller,Metal,Password123!,2020-01-18,2020-08-15,01
2370,Female,39,FR,Family,62,57,0.34,Mobile,0,1,0,James B. Anderson,Soul,Password123!,2022-04-17,2023-02-20,01
2371,Female,26,IN,Student,67,60,0.31,Desktop,0,1,0,David Q. Wilson,K-Pop,Password123!,2023-04-18,2023-11-30,01
2372,Other,45,US,Family,254,57,0.43,Web,0,1,0,Michael C. Lee,Blues,Password123!,2018-10-06,2019-03-08,01
2373,Other,50,IN,Premium,128,64,0.45,Web,0,1,0,William G. Brown,Metal,Password123!,2019-08-11,2019-08-26,01
2374,Female,57,PK,Student,126,57,0.3,Mobile,0,1,0,William M. Smith,Country,Password123!,2024-08-11,2025-03-25,01
2375,Male,47,IN,Free,156,18,0.18,Desktop,17,0,0,Mateo H. Davis,Techno,Password123!,2021-10-30,2022-05-17,01
2376,Other,57,FR,Student,22,4,0.33,Mobile,0,1,0,Noah W. Lee,K-Pop,Password123!,2022-12-26,2023-06-28,01
2377,Female,32,PK,Free,32,98,0.25,Mobile,18,0,0,Nathan H. Perez,Indie,Password123!,2021-10-09,2021-11-07,01
2378,Male,33,PK,Student,52,50,0.18,Mobile,0,1,1,John R. Moore,EDM,Password123!,2021-07-24,2022-03-03,01
2379,Male,35,IN,Free,162,96,0.57,Mobile,24,0,0,John M. Taylor,Classical,Password123!,2021-10-29,2022-07-31,01
2380,Other,37,AU,Student,85,7,0.39,Web,0,1,0,Caleb R. Jones,Soul,Password123!,2022-05-15,2022-08-02,01
2381,Male,35,CA,Free,204,22,0.5,Desktop,31,0,0,Benjamin S. Robinson,Pop,Password123!,2022-05-03,2022-10-18,01
2382,Male,34,UK,Family,193,78,0.13,Web,0,1,0,John G. Sanchez,K-Pop,Password123!,2022-08-02,2022-09-28,01
2383,Male,37,US,Family,298,33,0.42,Desktop,0,1,1,Caleb O. Rodriguez,Folk,Password123!,2020-05-24,2020-08-10,01
2384,Female,47,FR,Free,219,8,0.45,Web,39,0,0,Joseph Y. Rodriguez,Country,Password123!,2021-10-05,2022-07-14,01
2385,Female,28,DE,Premium,282,8,0.45,Mobile,0,1,1,Wyatt C. Lewis,Alternative,Password123!,2021-08-02,2022-08-20,01
2386,Other,43,AU,Free,135,13,0.47,Web,10,0,0,Lucas V. Clark,Pop,Password123!,2018-12-23,2019-06-24,01
2387,Male,58,CA,Premium,100,48,0.53,Mobile,0,1,0,John V. Johnson,Folk,Password123!,2023-07-22,2024-02-10,01
2388,Male,53,IN,Student,44,64,0.35,Desktop,0,1,0,Jackson W. Moore,Trap,Password123!,2023-05-11,2023-12-23,01
2389,Male,47,DE,Premium,153,26,0.15,Desktop,0,1,1,Caleb T. Lopez,Country,Password123!,2023-07-23,2024-06-30,01
2390,Other,53,AU,Student,283,85,0.3,Web,0,1,0,Alexander Q. Miller,Metal,Password123!,2018-05-01,2018-05-02,01
2391,Male,34,PK,Free,296,67,0.17,Mobile,31,0,0,Benjamin I. Thompson,Jazz,Password123!,2021-10-10,2022-11-04,01
2392,Male,37,UK,Free,284,92,0.03,Web,35,0,0,Logan E. Davis,Pop,Password123!,2019-04-25,2019-11-22,01
2393,Male,37,US,Family,51,67,0.08,Mobile,0,1,0,Elijah L. Wilson,EDM,Password123!,2018-07-10,2018-10-11,01
2394,Other,58,PK,Student,67,50,0.5,Desktop,0,1,0,Liam L. Gonzalez,Rock,Password123!,2020-08-19,2021-02-04,01
2395,Female,23,IN,Student,131,66,0.33,Desktop,0,1,0,David A. Brown,Country,Password123!,2021-01-19,2021-10-29,01
2396,Male,21,IN,Student,108,97,0.48,Web,0,1,0,Lucas U. White,Latin,Password123!,2020-03-03,2021-02-06,01
2397,Female,22,PK,Premium,193,71,0.08,Desktop,0,1,0,Ethan Q. Williams,Trap,Password123!,2021-09-08,2022-02-13,01
2398,Male,59,IN,Free,185,18,0.48,Desktop,49,0,1,Alexander I. Johnson,Soul,Password123!,2024-08-01,2025-01-25,01
2399,Other,48,DE,Family,207,2,0.05,Mobile,0,1,0,David W. Harris,Classical,Password123!,2020-11-25,2020-12-04,01
2400,Other,30,CA,Student,168,52,0.29,Web,0,1,0,Benjamin H. Martin,Alternative,Password123!,2020-05-12,2020-11-01,01
2401,Male,55,IN,Free,266,8,0.08,Web,23,0,0,Benjamin T. Thompson,Jazz,Password123!,2021-09-18,2022-01-27,01
2402,Male,52,AU,Premium,72,52,0.5,Desktop,0,1,0,Isaac U. Lewis,EDM,Password123!,2020-06-16,2020-12-28,01
2403,Male,44,IN,Family,25,87,0.58,Mobile,0,1,0,Sebastian I. Brown,Metal,Password123!,2024-06-29,2024-09-09,01
2404,Female,26,AU,Free,166,22,0.44,Web,5,0,0,Levi S. Thomas,Rock,Password123!,2023-11-29,2023-12-30,01
2405,Male,32,CA,Student,126,28,0.46,Web,0,1,0,Logan J. Williams,Jazz,Password123!,2023-02-18,2023-06-13,01
2406,Male,55,PK,Family,160,29,0.4,Web,0,1,1,Michael M. Lewis,Reggae,Password123!,2021-01-08,2021-06-14,01
2407,Other,57,PK,Free,31,86,0.39,Mobile,43,0,1,James J. Smith,Metal,Password123!,2020-08-14,2021-01-28,01
2408,Other,50,US,Free,281,42,0.36,Web,40,0,0,Oliver S. Lee,Hip Hop,Password123!,2018-09-27,2019-03-08,01
2409,Male,21,FR,Free,231,86,0.14,Web,11,0,1,Caleb V. Wilson,Country,Password123!,2021-09-21,2022-06-14,01
2410,Other,25,FR,Free,95,87,0.2,Desktop,42,0,1,Theo C. Gonzalez,K-Pop,Password123!,2019-02-25,2019-05-16,01
2411,Female,28,DE,Premium,182,47,0.51,Web,0,1,0,Joseph M. Robinson,Classical,Password123!,2021-11-19,2022-06-01,01
2412,Other,45,IN,Premium,76,41,0.05,Mobile,0,1,1,Mateo Y. Williams,Rock,Password123!,2022-11-17,2023-03-06,01
2413,Female,52,US,Free,151,77,0.03,Desktop,46,0,0,Noah O. Perez,Rock,Password123!,2022-04-14,2023-02-19,01
2414,Female,44,US,Student,105,92,0.28,Mobile,0,1,0,Theo P. Gonzalez,Reggae,Password123!,2024-08-04,2025-02-17,01
2415,Other,16,IN,Family,23,43,0.42,Web,0,1,0,Nathan M. Williams,K-Pop,Password123!,2018-05-15,2018-07-18,01
2416,Other,35,CA,Student,60,19,0.44,Desktop,0,1,1,Jacob M. Miller,Techno,Password123!,2020-03-26,2020-04-01,01
2417,Male,19,FR,Family,237,66,0.41,Mobile,0,1,0,Nathan Y. Thomas,Metal,Password123!,2019-06-16,2020-03-15,01
2418,Other,41,DE,Premium,15,1,0.06,Desktop,0,1,0,Daniel C. Jackson,K-Pop,Password123!,2018-03-08,2019-02-09,01
2419,Male,16,US,Premium,129,55,0.14,Mobile,0,1,0,Benjamin D. Williams,Alternative,Password123!,2024-05-03,2025-02-13,01
2420,Female,39,CA,Free,158,69,0.27,Web,5,0,0,Nathan C. Thompson,Alternative,Password123!,2023-08-11,2024-05-02,01
2421,Male,24,IN,Free,95,63,0.16,Desktop,43,0,0,Ethan I. Lee,Reggae,Password123!,2021-04-04,2022-05-05,01
2422,Male,53,IN,Student,157,47,0.58,Mobile,0,1,0,Alexander X. Martinez,Pop,Password123!,2018-05-31,2018-09-06,01
2423,Female,58,UK,Premium,284,71,0.45,Web,0,1,0,John E. Robinson,Latin,Password123!,2021-06-10,2022-01-27,01
2424,Male,48,UK,Free,224,41,0.45,Mobile,11,0,0,Benjamin L. Sanchez,Country,Password123!,2024-07-24,2024-11-20,01
2425,Male,39,US,Student,176,15,0.47,Web,0,1,0,Henry A. Jackson,K-Pop,Password123!,2022-09-22,2023-01-11,01
2426,Male,37,DE,Premium,199,45,0.11,Mobile,0,1,0,Oliver C. Clark,Classical,Password123!,2018-07-14,2019-07-19,01
2427,Female,32,PK,Student,87,79,0.07,Desktop,0,1,0,Noah N. Martin,Alternative,Password123!,2023-11-09,2024-12-01,01
2428,Other,57,US,Student,35,39,0.41,Web,0,1,0,Lucas L. Wilson,Hip Hop,Password123!,2020-03-16,2020-12-13,01
2429,Female,52,FR,Family,126,53,0.05,Desktop,0,1,1,Jacob Z. Davis,Latin,Password123!,2023-06-17,2023-12-22,01
2430,Male,37,AU,Student,186,8,0.14,Web,0,1,0,David E. Anderson,Classical,Password123!,2024-05-14,2024-07-03,01
2431,Male,34,UK,Family,14,84,0.56,Mobile,0,1,1,Levi Y. Rodriguez,Hip Hop,Password123!,2021-12-19,2022-02-16,01
2432,Male,44,CA,Free,42,38,0.55,Desktop,36,0,1,Nathan Q. Jackson,Alternative,Password123!,2021-08-22,2022-03-02,01
2433,Female,32,PK,Free,264,56,0.23,Mobile,47,0,0,David T. Jones,Metal,Password123!,2021-02-13,2022-03-11,01
2434,Female,17,UK,Premium,80,11,0.15,Desktop,0,1,1,Jacob R. Miller,R&B,Password123!,2023-07-20,2023-10-30,01
2435,Female,49,AU,Family,279,85,0.34,Web,0,1,1,Theo U. Garcia,Soul,Password123!,2021-07-04,2022-01-21,01
2436,Male,31,DE,Free,226,2,0.47,Desktop,13,0,0,Lucas I. Miller,EDM,Password123!,2024-11-04,2025-10-06,01
2437,Male,26,IN,Premium,79,20,0.48,Mobile,0,1,0,John Z. Lopez,Jazz,Password123!,2021-01-31,2021-06-04,01
2438,Other,37,IN,Premium,179,56,0.34,Mobile,0,1,0,Sebastian V. Davis,Country,Password123!,2018-09-18,2019-06-03,01
2439,Female,30,IN,Student,240,13,0.28,Mobile,0,1,0,Jacob N. Harris,Pop,Password123!,2020-12-01,2021-11-21,01
2440,Male,22,AU,Free,257,11,0.47,Mobile,41,0,0,Owen L. Brown,Metal,Password123!,2024-01-08,2024-05-30,01
2441,Male,52,DE,Student,293,69,0.23,Mobile,0,1,0,Mateo W. Anderson,Techno,Password123!,2024-04-28,2024-07-08,01
2442,Female,45,UK,Family,267,40,0.43,Desktop,0,1,0,Levi O. Martin,EDM,Password123!,2020-02-05,2020-12-02,01
2443,Female,54,FR,Free,283,27,0.54,Mobile,11,0,1,Mateo E. Thomas,Indie,Password123!,2020-01-21,2020-08-11,01
2444,Male,35,DE,Premium,69,83,0.37,Mobile,0,1,0,Mateo K. Gonzalez,Folk,Password123!,2023-08-31,2023-12-12,01
2445,Other,30,IN,Student,21,35,0.44,Web,0,1,0,William Y. Lee,Blues,Password123!,2021-12-25,2022-04-01,01
2446,Female,20,FR,Free,218,33,0.26,Mobile,30,0,0,Ethan I. Thompson,Classical,Password123!,2021-11-21,2022-09-10,01
2447,Other,33,AU,Student,149,25,0.58,Web,0,1,0,Benjamin A. Davis,EDM,Password123!,2020-04-23,2021-03-13,01
2448,Male,50,IN,Family,84,86,0.26,Mobile,0,1,1,Owen D. Taylor,Trap,Password123!,2020-01-25,2020-09-15,01
2449,Other,41,CA,Free,69,51,0.06,Mobile,16,0,0,Owen N. Robinson,Folk,Password123!,2018-08-25,2019-05-02,01
2450,Other,37,DE,Free,252,68,0.42,Desktop,24,0,0,Caleb C. Lopez,Techno,Password123!,2022-12-28,2023-05-02,01
2451,Male,42,PK,Premium,13,75,0.14,Web,0,1,1,Henry G. Anderson,Folk,Password123!,2023-07-10,2023-11-20,01
2452,Other,53,UK,Free,290,74,0.53,Mobile,36,0,0,Sebastian N. Ramirez,Hip Hop,Password123!,2020-12-23,2022-01-14,01
2453,Male,22,FR,Premium,13,7,0.41,Web,0,1,1,Logan Z. Garcia,Indie,Password123!,2020-03-29,2020-09-10,01
2454,Female,19,US,Premium,165,19,0.51,Web,0,1,0,Samuel B. Jackson,Rock,Password123!,2020-03-10,2020-08-10,01
2455,Male,22,AU,Premium,131,82,0.25,Web,0,1,1,Mateo N. Wilson,Trap,Password123!,2023-08-05,2024-05-03,01
2456,Other,30,PK,Free,50,71,0.03,Web,21,0,0,Michael F. Taylor,Soul,Password123!,2024-03-23,2024-04-23,01
2457,Male,51,DE,Family,116,75,0.51,Web,0,1,0,Isaac E. Robinson,Soul,Password123!,2023-01-22,2023-10-09,01
2458,Female,16,UK,Family,27,48,0.43,Desktop,0,1,1,Sebastian Y. Jones,Reggae,Password123!,2020-03-11,2020-07-29,01
2459,Male,29,UK,Free,77,89,0.12,Web,12,0,0,James S. Lopez,House,Password123!,2018-08-05,2018-08-28,01
2460,Female,51,US,Free,28,4,0.36,Desktop,34,0,0,Caleb A. Brown,EDM,Password123!,2024-08-17,2025-06-23,01
2461,Female,53,UK,Family,249,25,0.15,Mobile,0,1,0,Liam G. Martin,Soul,Password123!,2021-07-31,2022-04-10,01
2462,Female,30,DE,Free,146,77,0.33,Mobile,42,0,0,David C. Johnson,Jazz,Password123!,2019-10-14,2020-06-02,01
2463,Male,35,DE,Premium,216,20,0.41,Web,0,1,0,Isaac O. Thompson,Metal,Password123!,2021-12-04,2022-01-02,01
2464,Female,46,US,Premium,56,8,0.17,Desktop,0,1,0,Wyatt P. Davis,Indie,Password123!,2018-04-17,2018-11-04,01
2465,Other,47,FR,Free,48,86,0.55,Mobile,28,0,0,Owen J. Miller,Alternative,Password123!,2024-11-02,2024-12-29,01
2466,Other,17,FR,Free,285,59,0.22,Mobile,31,0,0,David Z. Taylor,Latin,Password123!,2021-05-10,2021-06-21,01
2467,Other,47,US,Student,214,79,0.52,Web,0,1,0,Michael B. Anderson,Trap,Password123!,2024-11-12,2025-09-27,01
2468,Female,28,FR,Premium,27,40,0.2,Web,0,1,0,Ethan N. Thomas,Classical,Password123!,2023-07-14,2023-12-28,01
2469,Other,41,CA,Free,87,65,0.57,Web,36,0,0,Joseph J. Thomas,Jazz,Password123!,2024-04-08,2024-06-11,01
2470,Male,43,CA,Family,205,83,0.07,Web,0,1,0,Joseph L. Davis,Blues,Password123!,2020-01-06,2020-04-02,01
2471,Other,56,US,Free,289,3,0.05,Web,37,0,1,Nathan V. White,Blues,Password123!,2020-08-27,2021-07-26,01
2472,Male,59,UK,Student,11,92,0.32,Mobile,0,1,1,Alexander U. Martin,R&B,Password123!,2024-08-16,2025-07-29,01
2473,Other,47,US,Student,87,10,0.07,Mobile,0,1,0,Wyatt U. Taylor,Hip Hop,Password123!,2023-03-26,2023-04-08,01
2474,Other,28,PK,Family,19,5,0.22,Mobile,0,1,0,Owen L. Jackson,R&B,Password123!,2023-11-25,2024-08-19,01
2475,Other,31,DE,Free,262,59,0.28,Mobile,38,0,0,Benjamin F. Lewis,Trap,Password123!,2024-04-19,2024-06-04,01
2476,Female,40,PK,Family,295,32,0.35,Mobile,0,1,0,Samuel O. Jones,Rock,Password123!,2022-02-10,2023-02-08,01
2477,Other,19,CA,Premium,148,13,0.34,Mobile,0,1,0,Wyatt L. Taylor,K-Pop,Password123!,2023-04-08,2024-04-06,01
2478,Male,53,FR,Family,126,91,0.4,Desktop,0,1,0,Isaac L. Harris,EDM,Password123!,2019-11-22,2020-07-22,01
2479,Other,59,AU,Free,188,86,0.11,Mobile,46,0,0,Levi K. Smith,Reggae,Password123!,2023-02-12,2023-11-27,01
2480,Other,17,PK,Premium,296,78,0.08,Web,0,1,0,John E. Lewis,Hip Hop,Password123!,2023-11-17,2024-02-26,01
2481,Female,46,AU,Free,11,86,0.3,Web,41,0,0,Wyatt X. Perez,Rock,Password123!,2024-06-05,2024-07-29,01
2482,Other,38,DE,Premium,23,89,0.16,Mobile,0,1,0,Mason H. Wilson,Folk,Password123!,2023-08-06,2024-04-17,01
2483,Other,44,IN,Student,82,83,0.34,Desktop,0,1,0,Ethan X. Anderson,Latin,Password123!,2023-12-31,2025-02-03,01
2484,Male,16,AU,Premium,270,77,0.57,Desktop,0,1,0,Daniel W. Moore,Hip Hop,Password123!,2022-01-23,2022-09-29,01
2485,Male,18,FR,Family,45,55,0.6,Mobile,0,1,1,Wyatt Y. Rodriguez,Alternative,Password123!,2023-01-31,2023-10-07,01
2486,Female,20,DE,Family,135,11,0.48,Web,0,1,0,Alexander X. Moore,R&B,Password123!,2020-10-13,2020-11-05,01
2487,Male,25,US,Student,170,96,0.01,Mobile,0,1,0,David N. Robinson,Alternative,Password123!,2018-05-06,2019-03-07,01
2488,Other,33,CA,Family,246,34,0.31,Web,0,1,0,Caleb C. Davis,Folk,Password123!,2023-01-08,2023-04-22,01
2489,Female,41,DE,Student,166,55,0.37,Mobile,0,1,1,Sebastian L. Ramirez,Reggae,Password123!,2018-07-06,2019-07-23,01
2490,Female,37,CA,Student,100,24,0.1,Web,0,1,1,Nathan I. Brown,Rock,Password123!,2019-12-23,2020-08-25,01
2491,Other,52,US,Premium,294,36,0.4,Web,0,1,1,Owen U. White,EDM,Password123!,2020-08-27,2021-03-16,01
2492,Male,36,US,Student,175,66,0.13,Mobile,0,1,0,Wyatt B. Brown,Latin,Password123!,2019-10-19,2019-11-17,01
2493,Female,39,US,Free,296,9,0.0,Mobile,18,0,1,Sebastian A. Jones,Alternative,Password123!,2019-06-01,2020-06-14,01
2494,Other,28,CA,Free,21,19,0.52,Mobile,32,0,0,Ethan P. Moore,Metal,Password123!,2024-11-17,2025-04-11,01
2495,Male,38,UK,Family,82,24,0.52,Web,0,1,1,James Z. Hernandez,Latin,Password123!,2019-10-04,2020-01-13,01
2496,Other,35,FR,Student,213,25,0.12,Mobile,0,1,1,Logan Q. Rodriguez,Rock,Password123!,2023-06-29,2024-05-04,01
2497,Male,30,CA,Student,271,70,0.31,Desktop,0,1,1,Jackson Q. Davis,Country,Password123!,2023-07-08,2023-12-20,01
2498,Male,43,FR,Family,187,38,0.03,Web,0,1,0,Lucas F. Johnson,R&B,Password123!,2023-05-14,2024-05-26,01
2499,Other,29,US,Free,251,15,0.12,Web,48,0,0,Michael I. Sanchez,R&B,Password123!,2022-07-21,2023-06-01,01
2500,Female,42,UK,Family,293,88,0.1,Mobile,0,1,1,Elijah Y. Taylor,Latin,Password123!,2019-07-24,2019-12-03,01
2501,Male,38,US,Premium,95,77,0.01,Desktop,0,1,0,Wyatt W. Brown,House,Password123!,2024-04-09,2024-04-27,01
2502,Other,38,DE,Student,225,26,0.33,Mobile,0,1,0,John G. Perez,Latin,Password123!,2024-08-27,2025-08-16,01
2503,Female,58,AU,Student,143,17,0.36,Mobile,0,1,0,Oliver A. Martinez,Alternative,Password123!,2023-08-25,2023-11-11,01
2504,Male,47,FR,Premium,157,82,0.2,Mobile,0,1,1,Nathan U. Anderson,R&B,Password123!,2018-01-05,2018-08-22,01
2505,Female,26,US,Free,285,44,0.48,Web,21,0,0,Theo D. Rodriguez,Indie,Password123!,2021-07-22,2021-09-30,01
2506,Female,45,FR,Family,263,71,0.18,Mobile,0,1,0,John C. Williams,EDM,Password123!,2020-02-19,2020-03-23,01
2507,Female,18,DE,Student,235,7,0.42,Desktop,0,1,0,Joseph K. Clark,Latin,Password123!,2021-07-04,2022-07-29,01
2508,Male,27,DE,Family,112,13,0.54,Desktop,0,1,0,Logan G. Ramirez,Blues,Password123!,2022-11-16,2023-05-07,01
2509,Female,58,AU,Premium,208,86,0.1,Web,0,1,1,Logan K. Williams,Trap,Password123!,2021-05-08,2021-12-24,01
2510,Other,42,PK,Student,184,90,0.51,Desktop,0,1,1,John Y. Davis,Alternative,Password123!,2018-07-07,2018-07-24,01
2511,Female,50,PK,Student,129,50,0.34,Mobile,0,1,0,James H. Garcia,Classical,Password123!,2021-05-15,2021-10-01,01
2512,Male,25,US,Premium,211,99,0.07,Mobile,0,1,0,Nathan N. Martinez,Trap,Password123!,2018-09-15,2019-06-02,01
2513,Male,31,PK,Premium,146,38,0.38,Mobile,0,1,1,Alexander O. Martin,Techno,Password123!,2018-05-08,2018-08-16,01
2514,Female,25,CA,Family,297,33,0.57,Mobile,0,1,0,Lucas M. Jones,Techno,Password123!,2018-07-26,2019-03-08,01
2515,Female,22,DE,Family,28,70,0.19,Mobile,0,1,0,Jacob G. Perez,Soul,Password123!,2018-07-04,2019-02-04,01
2516,Other,51,CA,Family,84,23,0.26,Desktop,0,1,1,Logan N. Hernandez,Pop,Password123!,2019-06-12,2020-03-23,01
2517,Other,46,UK,Premium,103,40,0.33,Mobile,0,1,0,Isaac U. Thomas,Alternative,Password123!,2024-10-30,2024-11-21,01
2518,Female,45,FR,Premium,282,73,0.29,Mobile,0,1,1,Joseph O. Lopez,Folk,Password123!,2018-11-24,2019-11-14,01
2519,Other,53,UK,Family,157,12,0.56,Web,0,1,0,Joseph C. Johnson,Blues,Password123!,2018-10-27,2018-12-01,01
2520,Female,23,IN,Free,152,11,0.23,Web,16,0,0,Samuel Q. Smith,EDM,Password123!,2024-04-28,2024-11-13,01
2521,Female,21,UK,Premium,233,11,0.1,Mobile,0,1,0,Michael W. Clark,House,Password123!,2019-02-10,2019-07-14,01
2522,Female,28,CA,Student,111,61,0.41,Web,0,1,0,Wyatt D. Sanchez,Alternative,Password123!,2018-12-14,2019-01-24,01
2523,Other,21,IN,Premium,297,95,0.28,Web,0,1,0,Isaac C. Moore,Folk,Password123!,2019-03-11,2019-11-13,01
2524,Other,37,UK,Student,46,29,0.4,Web,0,1,0,Benjamin O. Ramirez,Classical,Password123!,2022-10-25,2022-12-19,01
2525,Female,33,DE,Free,56,57,0.58,Mobile,16,0,1,Oliver J. Lee,Rock,Password123!,2024-12-18,2025-09-07,01
2526,Female,50,UK,Free,118,72,0.06,Mobile,8,0,0,Mateo X. Clark,Blues,Password123!,2022-12-14,2023-11-01,01
2527,Female,17,FR,Free,98,82,0.44,Web,24,0,0,Joseph D. Garcia,Jazz,Password123!,2024-10-10,2024-11-10,01
2528,Female,51,CA,Student,178,73,0.14,Mobile,0,1,1,John X. White,R&B,Password123!,2021-11-04,2022-01-27,01
2529,Female,46,US,Family,97,71,0.22,Desktop,0,1,1,Elijah F. Martinez,Country,Password123!,2023-08-15,2024-03-17,01
2530,Female,39,US,Premium,165,16,0.19,Mobile,0,1,0,Liam C. Martin,EDM,Password123!,2020-07-05,2020-09-06,01
2531,Female,45,DE,Premium,85,78,0.03,Web,0,1,0,Oliver T. Lewis,Latin,Password123!,2023-12-10,2024-11-07,01
2532,Female,59,UK,Family,137,19,0.2,Mobile,0,1,0,Mateo Q. Ramirez,Latin,Password123!,2018-02-25,2018-07-13,01
2533,Male,16,IN,Premium,215,58,0.23,Web,0,1,0,James S. Brown,Alternative,Password123!,2023-12-09,2024-10-13,01
2534,Female,17,UK,Student,48,53,0.59,Desktop,0,1,0,Benjamin Y. Rodriguez,Alternative,Password123!,2023-04-23,2024-05-27,01
2535,Male,58,US,Family,60,85,0.45,Web,0,1,1,Noah A. Thompson,R&B,Password123!,2022-04-07,2022-08-01,01
2536,Other,26,FR,Family,229,40,0.28,Web,0,1,0,William E. Moore,Blues,Password123!,2023-02-21,2023-04-20,01
2537,Female,46,IN,Student,33,58,0.54,Web,0,1,0,Wyatt R. Sanchez,Reggae,Password123!,2019-07-09,2019-11-22,01
2538,Female,52,UK,Family,272,27,0.43,Web,0,1,0,Samuel U. Lee,Alternative,Password123!,2021-11-13,2022-12-08,01
2539,Female,39,AU,Student,126,48,0.36,Mobile,0,1,1,James U. Smith,Jazz,Password123!,2022-04-04,2022-04-22,01
2540,Male,54,CA,Premium,201,65,0.13,Mobile,0,1,0,James Q. Robinson,Rock,Password123!,2022-01-14,2022-10-10,01
2541,Other,17,PK,Premium,143,92,0.06,Mobile,0,1,0,Liam I. Williams,Latin,Password123!,2020-11-07,2021-04-24,01
2542,Other,26,FR,Premium,52,5,0.47,Mobile,0,1,1,Henry G. Sanchez,Latin,Password123!,2018-08-23,2019-09-05,01
2543,Other,52,AU,Free,19,37,0.49,Mobile,30,0,1,Theo I. Hernandez,Jazz,Password123!,2023-06-15,2023-07-01,01
2544,Male,52,PK,Premium,151,59,0.32,Mobile,0,1,0,Theo U. Harris,Indie,Password123!,2023-03-25,2023-12-22,01
2545,Other,39,AU,Premium,137,20,0.44,Web,0,1,1,James X. Miller,Blues,Password123!,2023-05-05,2023-08-04,01
2546,Other,54,FR,Student,273,6,0.18,Mobile,0,1,0,Levi V. Clark,Soul,Password123!,2024-11-18,2024-12-03,01
2547,Female,51,DE,Family,132,14,0.6,Web,0,1,0,Sebastian B. Hernandez,Rock,Password123!,2022-10-12,2023-01-23,01
2548,Other,17,CA,Family,190,11,0.19,Web,0,1,0,Theo A. Clark,Soul,Password123!,2021-07-31,2022-08-18,01
2549,Male,51,UK,Premium,107,50,0.27,Web,0,1,0,Henry R. Ramirez,Indie,Password123!,2022-10-21,2023-08-24,01
2550,Male,35,AU,Family,296,30,0.28,Web,0,1,0,Logan B. Gonzalez,Pop,Password123!,2022-03-05,2023-03-29,01
2551,Other,18,UK,Student,102,85,0.51,Web,0,1,0,Benjamin D. Hernandez,R&B,Password123!,2019-10-03,2020-06-16,01
2552,Other,48,AU,Student,39,32,0.04,Web,0,1,0,Jackson Y. Gonzalez,Rock,Password123!,2019-03-07,2020-01-02,01
2553,Male,17,IN,Student,77,25,0.05,Mobile,0,1,0,Alexander J. Lopez,Alternative,Password123!,2021-07-18,2022-05-13,01
2554,Other,37,IN,Student,34,33,0.26,Desktop,0,1,0,Henry U. Thomas,Metal,Password123!,2022-06-17,2023-05-27,01
